,acidification - accumulated exceedance (AE)[mol H+-Eq],climate change - global warming potential (GWP100)[kg CO2-Eq],climate change: biogenic - global warming potential (GWP100)[kg CO2-Eq],climate change: fossil - global warming potential (GWP100)[kg CO2-Eq],climate change: land use and land use change - global warming potential (GWP100)[kg CO2-Eq],ecotoxicity: freshwater - comparative toxic unit for ecosystems (CTUe)[CTUe],"ecotoxicity: freshwater, inorganics - comparative toxic unit for ecosystems (CTUe)[CTUe]","ecotoxicity: freshwater, organics - comparative toxic unit for ecosystems (CTUe)[CTUe]","energy resources: non-renewable - abiotic depletion potential (ADP): fossil fuels[MJ, net calorific value]",eutrophication: freshwater - fraction of nutrients reaching freshwater end compartment (P)[kg P-Eq],eutrophication: marine - fraction of nutrients reaching marine end compartment (N)[kg N-Eq],eutrophication: terrestrial - accumulated exceedance (AE)[mol N-Eq],human toxicity: carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",human toxicity: non-carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: non-carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: non-carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",ionising radiation: human health - human exposure efficiency relative to u235[kBq U235-Eq],land use - soil quality index[dimensionless],material resources: metals/minerals - abiotic depletion potential (ADP): elements (ultimate reserves)[kg Sb-Eq],ozone depletion - ozone depletion potential (ODP)[kg CFC-11-Eq],particulate matter formation - impact on human health[disease incidence],photochemical oxidant formation: human health - tropospheric ozone concentration increase[kg NMVOC-Eq],water use - user deprivation potential (deprivation-weighted water consumption)[m3 world eq. deprived],dist_rotor_m,dist_nacelle_m,dist_tower_m,dist_to_grid_m,sea_depth_m,turbine_age,park_size,P_rated_kW,Hub_height_m,Diameter_m,Lifetime_production_kWh,Capacity_factors,Tower_mass_kg,Nacelle_mass_kg,Blade_mass_kg,Foundation_mass_kg
74329,0.0001755082234594,0.0344951957590946,4.980912118977631e-05,0.0343859367145446,5.944992336028543e-05,0.1859382771744821,0.1731420625788461,0.012796214595636,0.4045011517794662,1.5900041398333963e-05,4.399061439806936e-05,0.0004060522365696,2.5073052157600443e-10,1.6899451058001246e-10,8.173601099599206e-11,8.65359371395423e-10,8.384061032844123e-10,2.695326811101066e-11,0.0017044661406234,0.6915629865226082,4.236603833388493e-07,5.435495729232642e-10,2.848343812130552e-09,0.0001714626086242,0.0158806075730081,130540.36128405647,187908.11042265917,265103.1228410409,16318.190393517554,43.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1888733.8345864639
74330,0.0001742288905885,0.034293062304972,4.9583973833264445e-05,0.0341841829639429,5.929536719581264e-05,0.1844803430266988,0.1717508709919935,0.0127294720347054,0.4022246474611059,1.5776517146024564e-05,4.374833283614327e-05,0.0004037136368368,2.492595573168229e-10,1.6806432108459216e-10,8.119523623223073e-11,8.562206374445322e-10,8.29623174454375e-10,2.6597462990157617e-11,0.0016960034999421,0.6907718731253489,4.1744482003172956e-07,5.396157580282492e-10,2.8339094161067583e-09,0.0001704570778879,0.0157937786603183,129082.06359785354,186821.1161810468,263675.0819914484,15050.494635846746,42.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1870905.2631578925
74331,0.0001756355117548,0.0344974090500617,4.981812164646782e-05,0.0343881371895023,5.9453738912967103e-05,0.1860801168350092,0.1732830760310049,0.0127970408040042,0.4045491302732838,1.590992179992438e-05,4.399753650549053e-05,0.0004061457360387,2.5073204955072197e-10,1.6901649957537288e-10,8.171554997534908e-11,8.669909825524702e-10,8.399588316250442e-10,2.7032150927426117e-11,0.0017046800203209,0.6916062394172426,4.252440278143834e-07,5.437328538783786e-10,2.847767483225909e-09,0.0001714905234728,0.0158823164207645,131229.82344980858,188586.03165473972,265625.2761598996,16722.42086719085,43.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1888733.8345864639
74332,0.0001734662099784,0.0340997887826144,4.939534198397992e-05,0.0339912371959931,5.915624463735356e-05,0.1835975448039327,0.1709314962062619,0.0126660485976708,0.4001410302244999,1.5693111871552536e-05,4.353407738364507e-05,0.0004017538843668,2.477947386853438e-10,1.6722340749271184e-10,8.057133119263201e-11,8.537071602826822e-10,8.271451971932432e-10,2.6561963089439077e-11,0.0016884070441855,0.6901544395545828,4.1766073933452685e-07,5.364233952432258e-10,2.8171215231331013e-09,0.0001695643994347,0.0157138799657041,129765.79524331892,187490.53097185213,264193.075303458,15424.550410391405,41.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1853076.6917293211
74333,0.0001720283778012,0.0338949105650405,4.915898876925685e-05,0.0337867546340741,5.8996942197216415e-05,0.1819630445785121,0.1693647642138158,0.0125982803646962,0.3978049514110752,1.555728316227263e-05,4.32831827855868e-05,0.0003992989189943,2.4632187690408887e-10,1.662658350930577e-10,8.005604181103126e-11,8.425365011395684e-10,8.16428579503808e-10,2.6107921635760404e-11,0.0016796782562789,0.6893096383774034,4.094728955220973e-07,5.322615832484237e-10,2.8034060633317315e-09,0.0001685241501592,0.0156249237278621,127526.90704555044,185732.05395260776,262090.9757036277,13653.414980508654,40.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1835248.1203007495
74334,0.0001730968976969,0.0339132170168694,4.923450638510411e-05,0.0338049536565864,5.902885389786957e-05,0.1831524370038972,0.1705472969723853,0.0126051400315119,0.3982036133540313,1.5640257794146628e-05,4.334113546338144e-05,0.0004000823437264,2.463345791676413e-10,1.6645047543213288e-10,7.98841037355084e-11,8.56238973057709e-10,8.294685910243327e-10,2.677038203337658e-11,0.0016814693950245,0.6896685729258818,4.227747399081342e-07,5.337946795563635e-10,2.798536661267086e-09,0.0001687574835668,0.0156392557135507,131880.14289372397,189284.81823798927,266062.1761490341,17048.963050025337,40.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1835248.1203007495
74335,0.0001730477818944,0.0340926616409004,4.936577516581308e-05,0.0339841520996273,5.914376610735283e-05,0.1831319783410214,0.1704686043932541,0.0126633739477674,0.3999855393811656,1.5660614200870345e-05,4.351140694222241e-05,0.0004014473201222,2.4778978346769657e-10,1.6715109485138612e-10,8.063868861631052e-11,8.483404234679034e-10,8.220379198054126e-10,2.6302503662490574e-11,0.0016877062922551,0.6900145146985777,4.124505776521454e-07,5.358238717283615e-10,2.8190331478205273e-09,0.0001694731789731,0.0157082695853746,128278.49943935843,186419.1864418125,262703.49661751685,14094.526085548545,41.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1853076.6917293211
74336,0.0001726883516295,0.0339062621322526,4.920563837410942e-05,0.0337980398221054,5.901667177303696e-05,0.1826978842585014,0.1700953546151105,0.0126025296433909,0.3980518537405979,1.5608527134712098e-05,4.331900266225314e-05,0.0003997830405896,2.4632974276926513e-10,1.6637986981993918e-10,7.994987294932595e-11,8.50998896932107e-10,8.244818507034123e-10,2.651704622869467e-11,0.0016807852543311,0.6895320125199396,4.176875118424896e-07,5.332093936020842e-10,2.8004035920115354e-09,0.0001686684318375,0.0156337780197474,130430.1877047625,188186.883583071,264653.5429168761,15750.317609052358,40.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1835248.1203007495
74337,0.0001714218506942,0.0337043409133181,4.898139689432153e-05,0.0335964970208713,5.886249555248812e-05,0.1812541979753284,0.1687183306307762,0.0125358673445522,0.3957800229126282,1.5486000271135765e-05,4.307741274234192e-05,0.0003974538085029,2.4485892758821855e-10,1.6545189918953755e-10,7.940702839868105e-11,8.420248823750856e-10,8.158556779366213e-10,2.616920443846429e-11,0.00167234400452,0.6887450938957431,4.116319132883306e-07,5.29293837791558e-10,2.785909843370497e-09,0.0001676656754212,0.0155471208610304,128978.97560110704,187064.1145932896,263271.09521665005,14523.46169423275,39.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1817419.5488721782
74338,0.0001702125523793,0.0333231076831521,4.862645737382505e-05,0.0332158875797036,5.859364607465529e-05,0.1798399441660252,0.1674289227716463,0.0124110213943789,0.3917291942474503,1.5343745706343875e-05,4.266598657680883e-05,0.0003937654975299,2.4193300153861755e-10,1.6382470771699575e-10,7.81082938216218e-11,8.410532500442377e-10,8.147589892844216e-10,2.6294260759816178e-11,0.0016576793203871,0.6876148597522507,4.1600132167236453e-07,5.233605740993838e-10,2.7508820723501382e-09,0.0001659489678382,0.0153915580176819,131135.2184142516,188801.08164534392,265261.5251090113,16276.789790390629,37.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1781762.4060150355
74339,0.0001749485512281,0.0343054831679149,4.96348480639392e-05,0.0341965314203389,5.931689951205334e-05,0.1852818401690722,0.1725477226876407,0.0127341174814315,0.4024945190886007,1.583239025447705e-05,4.3787416408061176e-05,0.0004042417690261,2.4926815399013873e-10,1.681886604566017e-10,8.107949353353702e-11,8.654474289092177e-10,8.384038845774544e-10,2.7043544331763424e-11,0.0016972112806863,0.6910150074150593,4.2640110621541323e-07,5.406501391885079e-10,2.830640318744648e-09,0.0001706145640768,0.0158034357370275,132514.92944182796,190010.9464851232,266446.8926804894,17336.68692151507,42.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1870905.2631578925
74340,0.0001715517866637,0.0337065979472032,4.89905842583348e-05,0.0335987409734651,5.886638947981963e-05,0.1813989772376996,0.1688622671374317,0.0125367101002679,0.3958289649815973,1.549608647466798e-05,4.308447753198039e-05,0.0003975492405838,2.448604863008168e-10,1.6547434602343342e-10,7.938614027738339e-11,8.43690481920396e-10,8.174407515040461e-10,2.624973041634992e-11,0.001672562297137,0.6887892115791223,4.132485654654239e-07,5.294808852597335e-10,2.7853212623693123e-09,0.0001676941625309,0.0155488651452995,129667.9625350203,187721.4889806079,263808.37925650645,14936.119244748896,39.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1817419.5488721782
74341,0.0001659050942936,0.0323481210253519,4.7648360070263856e-05,0.0322425894539028,5.788321137881659e-05,0.1748752854781685,0.1627845960042954,0.0120906894738731,0.3811244590695684,1.488837318984061e-05,4.1567825826245865e-05,0.0003836036761806,2.346029647858206e-10,1.5953479759476684e-10,7.506816719105375e-11,8.22153568687926e-10,7.963429530063044e-10,2.5810615681621904e-11,0.0016188664473735,0.684359378700069,4.109350109159153e-07,5.066868085056059e-10,2.6691762931303954e-09,0.0001613771234664,0.0149854305025719,131784.96714738663,189529.97670066648,265667.31979259115,16578.32726007948,32.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1692619.5488721784
74342,0.0001684694929074,0.033113107399621,4.836854660625039e-05,0.0330063135787725,5.842527424222824e-05,0.1778661912612953,0.1655248677628918,0.0123413234984035,0.389280843926812,1.51842016846046e-05,4.239859838827807e-05,0.0003910873152748,2.4045656013544363e-10,1.6281437079232018e-10,7.764218934312347e-11,8.259660897234403e-10,8.003152149402343e-10,2.565087478320628e-11,0.0016484405641789,0.6866691583184626,4.040106208544378e-07,5.187629689937562e-10,2.7385699209895872e-09,0.0001648424577324,0.0152985128601785,128173.10956292246,186678.3115780376,262278.40270086774,13534.821143618326,36.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1763933.8345864639
74343,0.0001674321239269,0.0327348207604905,4.802575832188217e-05,0.0326286334422432,5.816155992547503e-05,0.1766433203964528,0.1644257388192102,0.0122175815772427,0.385294176725618,1.5055297961899215e-05,4.199649762250995e-05,0.000387525065992,2.375326783914615e-10,1.6121688852598148e-10,7.631578986547996e-11,8.271992207469561e-10,8.013166980155581e-10,2.5882522731398213e-11,0.0016340640975285,0.6855966935497898,4.105203224671131e-07,5.13076407028366e-10,2.7027587585353147e-09,0.0001631632981497,0.0151452561410565,131044.41116267476,189024.40471657383,264894.2538758516,15834.498912606585,34.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1728276.6917293211
74344,0.0001707522489672,0.0335127127140389,4.879935018240576e-05,0.0334051871891566,5.872617469996336e-05,0.1804752450858897,0.1680021895455474,0.0124730555403424,0.3937318924881222,1.5409816667546222e-05,4.286823428415397e-05,0.0003955625702408,2.4339523851286336e-10,1.6462705961707159e-10,7.876817889579179e-11,8.407039281436048e-10,8.145125684909427e-10,2.619135965266241e-11,0.0016649043675207,0.6881596973168973,4.130050805466303e-07,5.262360348934994e-10,2.768703604820617e-09,0.0001667935077108,0.0154684730230813,130316.79189071678,188460.55143317004,264200.14866740274,15192.88831213941,38.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1799590.9774436068
74345,0.0001686182896679,0.0331156761204716,4.837906542168608e-05,0.0330088673285402,5.84297265096932e-05,0.178031911260071,0.1656896271073377,0.0123422841527334,0.3893366512969834,1.519575391463884e-05,4.240667962629289e-05,0.0003911965148201,2.4045833784806173e-10,1.6284007903733227e-10,7.761825881072945e-11,8.278738048428096e-10,8.021306990531043e-10,2.5743105789705488e-11,0.0016486902936666,0.6867194376126381,4.058624020365821e-07,5.18976848994393e-10,2.7378940713236595e-09,0.0001648750216652,0.0153005095815047,128879.01293959488,187308.4248655262,262868.5758481104,14007.508566417246,36.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1763933.8345864639
74346,0.0001750397124677,0.0343070930103654,4.964129731979379e-05,0.0341981320702331,5.931964281251965e-05,0.1853835386294587,0.1726488225565945,0.0127347160728643,0.4025292510538068,1.5839463337619078e-05,4.3792387906316135e-05,0.000404308863241,2.49269259553921e-10,1.682044036267271e-10,8.106485592719389e-11,8.666154174810095e-10,8.395154042432234e-10,2.7100013237786127e-11,0.0016973648438381,0.6910463602957146,4.275345583210709e-07,5.407818952019786e-10,2.830230409877581e-09,0.000170634646466,0.0158046607482205,133162.61418290396,190777.28776181315,266814.8252118599,17625.985427101346,42.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1870905.2631578925
74347,0.0001678799320322,0.0329228001790177,4.819215003293023e-05,0.0328163167068836,5.829132210119065e-05,0.1771760978399462,0.1648970862976563,0.0122790115422899,0.3872618220365163,1.51142397758354e-05,4.219373251064723e-05,0.0003892544936352,2.3899379964934986e-10,1.6200337224324067e-10,7.699042740610916e-11,8.256726562217923e-10,7.999499509881394e-10,2.572270523365322e-11,0.0016411343106489,0.6861098835996187,4.063816724472877e-07,5.15819002243476e-10,2.7209931330519662e-09,0.0001639875847295,0.0152209362242009,129573.58213692314,187954.0868083568,263425.6437896016,14459.015064689693,35.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1746105.2631578925
74348,0.0001686446723493,0.0329358392956132,4.824618961293033e-05,0.0328292789718091,5.8314134191125786e-05,0.1780270524343761,0.1657431488975138,0.0122839035368623,0.3875462027487902,1.5173632531351876e-05,4.2235173638924384e-05,0.0003898148562725,2.3900286206234684e-10,1.6213553187172747e-10,7.686733019061931e-11,8.354808889518986e-10,8.092839960682835e-10,2.6196892883615342e-11,0.0016424152467185,0.686365817949515,4.159036425418618e-07,5.169149852492408e-10,2.7175008693492877e-09,0.000164154352056,0.0152311906629496,132416.30081998068,190242.80738231883,266057.16444542125,16889.726467248718,35.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1746105.2631578925
74349,0.0001648773589161,0.0321503600566484,4.744100266967531e-05,0.0320451828579511,5.773619602763292e-05,0.1736977002348227,0.1616721208805762,0.0120255793542464,0.3789427544119916,1.4784378780229465e-05,4.133922516945077e-05,0.0003814498748539,2.3313501966945137e-10,1.5864807190660274e-10,7.448694776284865e-11,8.162399201897881e-10,7.90629187843767e-10,2.5610732346021284e-11,0.0016108265244515,0.6836537238734232,4.078497393837914e-07,5.031152200896013e-10,2.6536024636653393e-09,0.0001604267607105,0.0149019791823469,131683.94899377963,189772.0784352361,265262.95648320863,16109.650551569965,31.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1674790.977443607
74350,0.0001733860016155,0.0339182981066135,4.9254955958016434e-05,0.0338100056072864,5.903754336913248e-05,0.1834748443792078,0.170867812759507,0.0126070316197009,0.398313396452352,1.566269199486802e-05,4.335688803616922e-05,0.0004002949933267,2.463380742389692e-10,1.6650040729023728e-10,7.98376669487319e-11,8.599435977899218e-10,8.329941083926221e-10,2.6949489397300115e-11,0.0016819560171554,0.6897676345793988,4.263700179026245e-07,5.342120385874913e-10,2.7972339038854583e-09,0.0001688210830818,0.0156431395005073,133799.47547738787,191501.85916191695,267204.1169605622,17966.628270062436,40.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1835248.1203007495
74351,0.0001690522386478,0.0331231622052019,4.840974165068835e-05,0.0330163097547945,5.844270875676866e-05,0.1785151901305252,0.1661701058118689,0.0123450843186564,0.3894993277383192,1.5229445346293224e-05,4.243024463943915e-05,0.00039151495473,2.4046351993325266e-10,1.629150552847201e-10,7.754846464853253e-11,8.334375561576537e-10,8.074254636043374e-10,2.6012092553316358e-11,0.0016494185186368,0.6868659909093223,4.11263067704533e-07,5.19600500033692e-10,2.7359224219985596e-09,0.0001649699713397,0.015306332543459,130945.63459733751,189247.05560420183,264511.9235194484,15386.091658238383,36.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1763933.8345864639
74352,0.0001666986501213,0.0327223995093844,4.797393952048181e-05,0.0326162858527451,5.813971711888635e-05,0.1758275542174934,0.1636146410502943,0.0122129131671991,0.3850226937397575,1.4998323013711705e-05,4.195679890238246e-05,0.0003869880657113,2.3752402508978866e-10,1.6109011549208507e-10,7.643390959770363e-11,8.177901565628365e-10,7.92362521082119e-10,2.5427635480717585e-11,0.0016328368589501,0.685352512030042,4.013851873244425e-07,5.120269265849181e-10,2.706117995029339e-09,0.0001630036588118,0.0151354249660339,128782.42263750952,187555.38184671968,262466.6501338039,13502.471751374713,34.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1728276.6917293211
74353,0.0001704987369256,0.0333281427277591,4.86467011525518e-05,0.0332208937765335,5.860225007303384e-05,0.1801591205264279,0.1677462251810917,0.0124128953453362,0.3918379476737142,1.5365952716008528e-05,4.268158306605069e-05,0.0003939760278549,2.419364637134243e-10,1.6387413432160515e-10,7.80623293918191e-11,8.447203510488482e-10,8.182487969439672e-10,2.6471554104880843e-11,0.0016581611109686,0.6877130011252446,4.1956014101692326e-07,5.237738237854481e-10,2.7495930759877128e-09,0.0001660119443571,0.0153954028351497,133057.3172795149,191006.7768597263,266414.0359124521,17185.145218327143,37.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1781762.4060150355
74354,0.0001652994278467,0.032337917121937,4.760557776200151e-05,0.0322324463466369,5.786519753815781e-05,0.1742019140873485,0.1621150648279832,0.0120868492593653,0.3809010757312651,1.4841319548080344e-05,4.153507462224163e-05,0.0003831605301578,2.3459584342731215e-10,1.5943010420726943e-10,7.516573922004283e-11,8.14382877140538e-10,7.889479391304188e-10,2.543493801011933e-11,0.0016178538829163,0.6841585508951484,4.033901230418638e-07,5.058212571551169e-10,2.671956278708041e-09,0.0001612454946556,0.0149773149086906,130197.48007523974,188720.71788499903,263746.5111873814,14652.21975098294,32.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1692619.5488721784
74355,0.000164211228968,0.0321390534927326,4.739393815401082e-05,0.0320339432069913,5.771634758727134e-05,0.1729567128772082,0.1609353804705674,0.0120213324066409,0.3786958112673399,1.4732638168060782e-05,4.130315676684016e-05,0.0003809620418481,2.3312714913671685e-10,1.5853294363038958e-10,7.459420550632717e-11,8.076953088572868e-10,7.824976719158804e-10,2.5197636941406597e-11,0.0016097115614993,0.6834315699980554,3.995540977618569e-07,5.02161582870128e-10,2.656650306405816e-09,0.0001602816844969,0.0148930494370877,129481.6326413754,188188.63894257625,263042.8241805332,13991.949857158435,31.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1674790.977443607
74357,0.0001734978237081,0.0339202428208193,4.926286285839523e-05,0.0338119390624979,5.90408954630237e-05,0.1835994514075247,0.1709916938708537,0.0126077575366711,0.3983555505496602,1.5671371832048885e-05,4.336296926928385e-05,0.0004003771339795,2.463394167159426e-10,1.6651972443685528e-10,7.981969227908728e-11,8.613769519360382e-10,8.343581647611395e-10,2.7018787174898957e-11,0.0016821439148094,0.6898056373377385,4.277612309743813e-07,5.343730569228593e-10,2.796727642258111e-09,0.0001688456074065,0.0156446407307492,134447.9296047278,192252.48804543665,267587.88049978635,18321.73972637261,40.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1835248.1203007495
74359,0.0001671607887354,0.032730345694517,4.80066049865616e-05,0.0326241855581448,5.815353138564565e-05,0.1763421044989307,0.1641262165524814,0.0122158879464492,0.3851955449319128,1.503420630231144e-05,4.19818798523426e-05,0.0003873270520262,2.3752953187687775e-10,1.6116996743368843e-10,7.635956444318933e-11,8.237159026372887e-10,7.980017799814593e-10,2.571412265582985e-11,0.0016336119799604,0.6855081871000315,4.071374482486904e-07,5.126905670500604e-10,2.7040152506452444e-09,0.0001631046807547,0.0151416249522791,130859.90614242911,189468.8832637356,264150.4633303256,14970.823644141434,34.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1728276.6917293211
74360,0.0001714828856041,0.0335252842327422,4.885099512869175e-05,0.0334176852189448,5.874801866872399e-05,0.1812887847037974,0.1688110236529525,0.0124777610508449,0.3940052986368004,1.546654672421176e-05,4.29078919437564e-05,0.0003960985505555,2.4340394864063565e-10,1.6475330304025588e-10,7.865064560037977e-11,8.500722862113048e-10,8.234280020211317e-10,2.6644284190173058e-11,0.00166612996205,0.6884059500409884,4.2209909581680965e-07,5.272854173324673e-10,2.765380185132038e-09,0.0001669532541214,0.0154782755513023,133694.07195055357,191756.2051115535,266777.2356188684,17514.267091051708,38.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1799590.9774436068
74361,0.0001659624764881,0.0323492700992951,4.765243780591818e-05,0.0322437326646883,5.78849968009106e-05,0.1749399362577831,0.1628488322399046,0.0120911040178785,0.3811483565960271,1.489280862665612e-05,4.157103218192809e-05,0.0003836466328486,2.346037225007063e-10,1.5954468040578758e-10,7.505904209491869e-11,8.22885818097112e-10,7.970397966532687e-10,2.584602144384345e-11,0.0016189652329984,0.6843811782811229,4.1164451256211474e-07,5.067724550546762e-10,2.6689338947436798e-09,0.0001613902604618,0.0149862080175099,132960.94880324148,191246.2857864708,266016.3830163007,16759.314364885064,32.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1692619.5488721784
74362,0.0001762585012855,0.0345083033458823,4.9862181030723416e-05,0.034398968724739,5.94724401125329e-05,0.1867746146026983,0.1739735128981841,0.0128011017045142,0.4047848780411701,1.5958272008254562e-05,4.40314505334919e-05,0.0004066036814293,2.507395560601172e-10,1.6912410851849914e-10,8.161544754161803e-11,8.749752660469641e-10,8.475571006972513e-10,2.741816534971269e-11,0.0017057277819156,0.6918188718070825,4.329930883500747e-07,5.446311227376012e-10,2.844953851395428e-09,0.0001716273732399,0.0158906829877429,135092.38958716596,192994.05064760896,267973.3482872024,18700.34697501432,43.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1888733.8345864639
74366,0.0001715883186571,0.0335271219682113,4.8858450816568685e-05,0.0334195123363711,5.8751181023685646e-05,0.1814062915795874,0.1689278449377774,0.01247844664181,0.3940451062079071,1.54747301215279e-05,4.291362806613918e-05,0.0003961760200785,2.434052162964899e-10,1.6477151566923282e-10,7.863370062725701e-11,8.514236547296453e-10,8.247140363774414e-10,2.6709618352203627e-11,0.001666307188715,0.6884418443476092,4.2341070031009066e-07,5.274373183438888e-10,2.764903324899236e-09,0.0001669763923345,0.0154796912031837,134341.1576345484,192542.101005374,267122.12284683593,17849.055054114622,38.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1799590.9774436068
74372,0.0001743720762453,0.0341155605056647,4.945939783448011e-05,0.0340069177003828,5.9183407447358736e-05,0.1846070640955533,0.1719351299586366,0.0126719341369168,0.4004827838157386,1.5763424699204364e-05,4.358335123278371e-05,0.0004024193966934,2.4780562208360016e-10,1.6737989142283469e-10,8.042573066076549e-11,8.653183203506482e-10,8.381949968595735e-10,2.712332349107513e-11,0.0016899294720213,0.6904625670975276,4.289303849683201e-07,5.377281512977202e-10,2.8130223518102767e-09,0.0001697631345671,0.0157260422073791,134989.0805563178,193229.7521369121,267564.47761014226,18301.14895811589,41.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1853076.6917293211
74374,0.000175414543406,0.0343136615729793,4.966780816151987e-05,0.0342046628641691,5.933090064865717e-05,0.185801458425848,0.1730642952002671,0.0127371632255809,0.4026712998201422,1.5868552250178612e-05,4.3812800641977447e-05,0.0004045844667313,2.4927378226218527e-10,1.6826914541186108e-10,8.10046368503242e-11,8.71418979681422e-10,8.440867292969121e-10,2.733225038451006e-11,0.0016979954618894,0.6911745043133145,4.321964922466178e-07,5.41322628661226e-10,2.8285391399274804e-09,0.0001707170347614,0.0158096952730154,135667.64996555474,193920.3430622832,268057.2932680214,18815.92049537659,42.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1870905.2631578925
74377,0.0001670444871553,0.0325481180685417,4.786365217606724e-05,0.0324422207154,5.803370096557839e-05,0.1761786724910383,0.1640220662150918,0.0121566062759465,0.3833526670018863,1.500099830298197e-05,4.1802665669927394e-05,0.0003858410657526,2.3607238437091686e-10,1.6044075378138064e-10,7.56316305895362e-11,8.294920659622075e-10,8.034126725777018e-10,2.6079393384505864e-11,0.0016270985951147,0.6851074545323317,4.154008662984754e-07,5.104250556072606e-10,2.6842784666099923e-09,0.0001623530494421,0.0150703947615838,134226.54915598984,192810.62684081547,266660.17068265454,17399.177635697633,33.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1710448.1203007498
74381,0.0001707353639109,0.0333323311016219,4.866344277044848e-05,0.0332250582838069,5.860937504454628e-05,0.180423144430645,0.168008692622393,0.0124144518082521,0.3919282469248549,1.538431109910205e-05,4.269449307906891e-05,0.0003941502358934,2.419393378436636e-10,1.6391499690494132e-10,7.802434093872228e-11,8.477518847889972e-10,8.211337644431186e-10,2.6618120345878518e-11,0.001658559866366,0.6877945313734811,4.2250195640456827e-07,5.241160164852938e-10,2.74853019412201e-09,0.0001660641076385,0.0153985830527645,134911.3444150325,193488.8507241179,267174.2070894148,17935.99687095608,37.0,9,80,3600,78,120,214444800.0,0.34,350672.9562324,144847.17427679998,107523.24960000001,1781762.4060150355
