cluster_members
"Rated power, Hub height, Rotor diameter, Turbine age, Blade mass, Nacelle mass, Tower mass, Foundation mass"
"Transport dist. (rotor), Transport dist. (nacelle)"
Transport dist. (tower)
Cable length (grid dist.)
Park size
Sea depth
