,Offshore,dist_rotor_m,dist_nacelle_m,dist_tower_m,dist_found_m,dist_to_grid_m,sea_depth_m
437,0,610277.9829173766,1787214.305770121,158760.4060057734,50000.0,9418.659048191543,0.0
438,0,611205.1910246655,1787112.6693050507,159341.19268845706,50000.0,10270.87648866609,0.0
439,0,611746.4245932611,1786608.2524623736,159314.84126703802,50000.0,10921.600531927214,0.0
440,0,610524.7128647851,1787273.5714685677,158986.12234786537,50000.0,9613.618758969904,0.0
441,0,611322.8052306094,1787147.6209366745,159454.56378584664,50000.0,10364.400121046594,0.0
442,0,609144.4900261274,1787628.55102656,158295.70954277914,50000.0,8281.949955674603,0.0
443,0,611888.4709173784,1786623.7803490642,159430.1257041452,50000.0,11041.555400281151,0.0
444,0,608111.4289883693,1783945.1459901703,154491.90317897493,50000.0,9690.584251564,0.0
445,0,611298.2652120161,1786808.5478688115,159157.07039655343,50000.0,10457.159492102612,0.0
446,0,612396.458794654,1785226.9965222501,158650.19794087496,50000.0,12016.048659213608,0.0
447,0,610650.7845792451,1787301.734490532,159099.73512526273,50000.0,9715.278431918632,0.0
448,0,609355.6540528935,1787980.3513239024,158738.599731762,50000.0,8337.900577069902,0.0
449,0,612455.4564110343,1786436.4678034675,159685.8913805886,50000.0,11607.444587254002,0.0
450,0,610893.0255615913,1787363.1834964713,159324.1683540954,50000.0,9910.52350151942,0.0
451,0,608268.4166007928,1784293.0966116474,154894.2018108105,50000.0,9528.180437150828,0.0
452,0,609130.8594409908,1788059.923133616,158645.13663521377,50000.0,8111.879196658743,0.0
453,0,611675.6568979997,1786241.9723966417,158962.0836429223,50000.0,10993.92300426747,0.0
454,0,612000.8576551746,1786656.5277941811,159538.20770676446,50000.0,11130.069737723574,0.0
455,0,608034.8348525617,1784257.398036989,154696.69252726066,50000.0,9418.374480759028,0.0
456,0,612023.1042335983,1785998.4429098787,159012.92563164787,50000.0,11386.585551439683,0.0
457,0,611787.120884817,1786929.444173535,159608.77689564743,50000.0,10850.013582623676,0.0
458,0,612529.3959614977,1785257.7731015193,158772.1318668427,50000.0,12114.598122016077,0.0
459,0,610769.2952874473,1787335.8486936304,159212.87593794288,50000.0,9809.058987264601,0.0
460,0,609203.7622304633,1787246.474166586,158020.0133143158,50000.0,8487.72148702382,0.0
461,0,611007.6367296402,1787392.9020815657,159430.91441846036,50000.0,10003.783225071224,0.0
462,0,611793.9828157302,1786274.2177537365,159074.11296173578,50000.0,11084.01988088469,0.0
