,Offshore,dist_rotor_m,dist_nacelle_m,dist_tower_m,dist_found_m,dist_to_grid_m,sea_depth_m
140,0,1025955.8542127716,1646177.6761556882,1303341.218959633,50000.0,3696.925780580337,0.0
141,0,1027671.4289498143,1647368.3700865237,1304142.7269145516,50000.0,1984.5012871555884,0.0
142,0,1026523.6471656648,1646420.8005006025,1303444.9599628372,50000.0,3214.9672017837293,0.0
143,0,1027138.0841553392,1646815.8641797395,1303698.4382729314,50000.0,2631.9420649351327,0.0
144,0,1027294.9322667442,1646348.063649,1303155.0060429743,50000.0,2953.1478629776043,0.0
145,0,1026671.3950756948,1645835.0841141955,1302777.9874559848,50000.0,3581.682919328364,0.0
146,0,1028741.4087638619,1646914.3133418954,1303362.9363486501,50000.0,2365.258766737111,0.0
147,0,1026613.00605928,1645242.06416582,1302159.9982082804,50000.0,4096.814873632705,0.0
148,0,1027028.5023589547,1645499.3416439125,1302320.7470361344,50000.0,3770.235250486663,0.0
149,0,1027463.6850948415,1645766.0590183963,1302486.2233623166,50000.0,3455.269001714578,0.0
150,0,1027934.676111105,1646084.723845791,1302697.4574479507,50000.0,3121.2752692649706,0.0
151,0,1028645.3700749847,1646431.7469746938,1302873.198349036,50000.0,2855.406632620465,0.0
152,0,1029113.8378962394,1646553.974425819,1302875.1756737994,50000.0,2883.8404798618467,0.0
153,0,1028398.7537435298,1646004.2954349867,1302483.8522339363,50000.0,3254.0309674467535,0.0
154,0,1027931.3561556642,1645362.4719680205,1301926.059058414,50000.0,3857.87282488832,0.0
155,0,1027614.5300305221,1645092.8759956935,1301724.9487455606,50000.0,4114.016637632336,0.0
156,0,1028999.1329654218,1645715.6642607532,1302010.158674547,50000.0,3740.8848986564685,0.0
157,0,1029371.0251436849,1645960.2081374566,1302169.469163253,50000.0,3640.7542552946825,0.0
158,0,1027541.1918959407,1644475.7488721572,1301085.3620419907,50000.0,4737.643302912887,0.0
159,0,1028280.647332453,1644957.0128617298,1301396.4881681076,50000.0,4338.048887637813,0.0
160,0,1027939.3286201362,1644647.3060254008,1301159.2445583134,50000.0,4601.955016990206,0.0
161,0,1028731.1329753742,1645189.872293441,1301521.5980793417,50000.0,4211.46822857449,0.0
162,0,1027880.9813943321,1644077.2573011045,1300565.905888137,50000.0,5190.019729314974,0.0
163,0,1028643.9586732531,1644594.6725380786,1300909.196147507,50000.0,4822.74810744593,0.0
164,0,1029291.9547191656,1645027.7448523797,1301194.0820557724,50000.0,4605.902423591773,0.0
165,0,1028380.1395748915,1644198.302087795,1300558.0036895766,50000.0,5170.232051746148,0.0
166,0,1024964.0716495406,1641566.870836497,1298686.4946989925,50000.0,7756.413755402246,0.0
167,0,1024589.3060449549,1641245.974694172,1298447.0174367602,50000.0,8123.300825619678,0.0
168,0,1024196.5649247017,1640931.5687592626,1298219.4828422826,50000.0,8494.090996037965,0.0
169,0,1023860.6514700858,1640540.2954977127,1297894.240502997,50000.0,8922.700254536427,0.0
170,0,1024251.6503577024,1640130.7398966819,1297349.0411022669,50000.0,9205.211997854834,0.0
171,0,1026656.7757432893,1641561.5678223288,1298214.497709097,50000.0,7659.158793347913,0.0
172,0,1026273.1394472211,1641226.8406261094,1297962.5780542204,50000.0,7981.273230486335,0.0
173,0,1026868.6502076113,1641064.2072396579,1297624.831196104,50000.0,8191.808963137103,0.0
174,0,1027265.0643670559,1641349.3319932772,1297820.2665224366,50000.0,7950.682452638628,0.0
175,0,1027632.372233832,1641600.9855786497,1297988.0040004505,50000.0,7754.583194229355,0.0
176,0,1024364.2654892235,1644836.411173941,1302345.5127614709,50000.0,5474.617387959016,0.0
177,0,1022904.3149969501,1643776.8014345756,1301615.4295199998,50000.0,7018.555589971043,0.0
178,0,1023307.6196040681,1644181.234873265,1301936.4390113363,50000.0,6532.895199772704,0.0
179,0,1022951.2870365921,1643203.734184758,1300990.1324763945,50000.0,7307.551949265656,0.0
180,0,1022588.5816507355,1642736.865505255,1300591.3571611196,50000.0,7808.33669256807,0.0
181,0,1023332.6377973091,1643509.7963546908,1301212.0163057647,50000.0,6891.702982428245,0.0
182,0,1023729.5003279191,1643800.7654551407,1301413.5476011685,50000.0,6476.529549385463,0.0
183,0,1022085.9578845149,1642361.9770849533,1300329.5279746798,50000.0,8339.40461332534,0.0
184,0,1022505.6414151823,1641994.7521210916,1299821.4613574143,50000.0,8328.18221433166,0.0
185,0,1022814.6048396524,1642376.0480499493,1300143.544691299,50000.0,7907.506357769075,0.0
