,Offshore,dist_rotor_m,dist_nacelle_m,dist_tower_m,dist_found_m,dist_to_grid_m,sea_depth_m
37093,0,117465.34746969845,218521.55169130297,149356.7760058804,50000.0,35235.886759688234,0.0
37094,0,117558.28734504909,218607.10137609392,149532.61593568604,50000.0,35054.26898190133,0.0
37095,0,119797.66282507303,221043.78251468536,144741.44226430272,50000.0,39115.76375601891,0.0
37096,0,106766.92139763017,208066.78602266914,139780.6360977546,50000.0,28166.557952008705,0.0
37097,0,106884.839520961,208183.33573889825,139881.03895858655,50000.0,28305.333939210504,0.0
37098,0,107002.96266832128,208300.04941435784,139982.13897347474,50000.0,28444.73782781789,0.0
37099,0,113396.71174908572,214700.05576447354,140575.8231258454,50000.0,32406.73466194143,0.0
37100,0,118657.67129976735,219779.17035363117,148186.57868146384,50000.0,36149.4173757558,0.0
37101,0,127055.72604485707,228298.89348761083,133306.3060587128,50000.0,38561.928962669626,0.0
37102,0,127760.28747830213,228948.24058866184,131508.69484618938,50000.0,38506.08014327588,0.0
37103,0,113052.4050820311,214370.2544049999,139273.35122361899,50000.0,31295.356566229082,0.0
37104,0,102640.53063542112,203960.59729658454,137661.78759387182,50000.0,23931.408535141618,0.0
37105,0,102513.16472090143,203833.19937561319,137653.89937233907,50000.0,23805.949814469674,0.0
37106,0,102389.06676708024,203709.0747901327,137645.77035457946,50000.0,23683.65032288971,0.0
37107,0,99565.32917628244,200878.84383163165,138055.1139565262,50000.0,21006.100953640966,0.0
37108,0,99457.11757568462,200770.3985996125,138066.73206523823,50000.0,20903.596931414893,0.0
37109,0,99349.17026552082,200662.20055616283,138079.67946398281,50000.0,20801.65813237984,0.0
37110,0,107994.12023806588,209149.57629539297,145131.96341513647,50000.0,30614.426327664216,0.0
37111,0,103387.85944510049,204616.869946956,142372.9328120531,50000.0,25631.21583934374,0.0
37112,0,103301.14253268568,204524.95148512162,142527.51467332066,50000.0,25594.00053141318,0.0
37113,0,107797.1524846334,208951.24260770305,145132.46063987588,50000.0,30435.88394330835,0.0
37114,0,107700.23648283667,208832.96619787297,145631.7606544781,50000.0,30493.12090661545,0.0
37115,0,121990.36337882413,223241.27398275048,145079.45949271176,50000.0,39029.02571558611,0.0
37116,0,116625.53397492481,217704.1749174492,148677.7181263893,50000.0,36035.291693710824,0.0
