Unnamed: 0,P_rated_kW,Hub_height_m,Diameter_m,Longitude,Latitude,ISO_code,Offshore,Commissioning_date,Lifetime_production_kWh,Capacity_factors,turbine_age,Cluster,park_size,Input,Assembly,Transport,Maintenance,Disposal,Total
0,2300,72,101,-4.34066,55.70955,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.01590197087465543,0.0020054036422174166,0.001593792195058917,3.695934167899115e-06,-4.723412724323024e-05,0.01945762851885643
1,2300,72,101,-4.32475,55.65482,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015887856593806753,0.002004526354974791,0.0015930981168752682,3.695934167899115e-06,-4.4472688075918356e-05,0.019444704311748794
2,2300,72,101,-4.30394,55.65528,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015882077555717092,0.0020041671530823912,0.0015932691690064317,3.695934167899115e-06,-4.3342027413764685e-05,0.01943986778456005
3,2300,72,101,-4.33106,55.65598,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.01588914999080142,0.002004606747358593,0.0015930646280018059,3.695934167899115e-06,-4.4725739376103646e-05,0.019445791560953614
4,2300,72,101,-4.31517,55.65733,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015879935391605083,0.002004034004729511,0.001593209055771467,3.695934167899115e-06,-4.292291602260357e-05,0.019437951470251357
5,2300,72,101,-4.28838,55.65851,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015879103836708933,0.002003982318603257,0.0015934375724173185,3.695934167899115e-06,-4.276022347846326e-05,0.019437459438418944
6,2300,72,101,-4.30788,55.65878,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.01587580035919003,0.0020037769876540793,0.0015932870551086426,3.695934167899115e-06,-4.211390275501731e-05,0.019434446433365636
7,2300,72,101,-4.32732,55.65968,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015881218090485455,0.0020041137321613195,0.0015931464491313102,3.695934167899115e-06,-4.317387425179841e-05,0.019439000331694184
8,2300,72,101,-4.31904,55.66068,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015875426553526955,0.0020037537533892256,0.0015932258607706843,3.695934167899115e-06,-4.204076820356164e-05,0.019434061333651203
9,2300,72,101,-4.29364,55.66069,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.01587347190911175,0.0020036322605106504,0.0015934265143737628,3.695934167899115e-06,-4.165834477695065e-05,0.019432568273387112
10,2300,72,101,-4.28171,55.66093,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015878262668420413,0.002003930034946985,0.0015935243206518651,3.695934167899115e-06,-4.259565008764559e-05,0.019436817308099517
11,2300,72,101,-4.31223,55.66316,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015868638240423557,0.0020033318189989152,0.0015933147608945169,3.695934167899115e-06,-4.071264430658962e-05,0.0194282681101783
12,2300,72,101,-4.27379,55.66335,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015879938446507508,0.002004034194610028,0.001593621059466052,3.695934167899115e-06,-4.292351370996066e-05,0.019438366121041526
13,2300,72,101,-4.28662,55.66362,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015871297315093204,0.002003497096444497,0.001593523351449421,3.695934167899115e-06,-4.123288852025542e-05,0.019430780808634765
14,2300,72,101,-4.29745,55.66393,GB,0,2009-05-01,96710400.0,0.24,15,3696,100,0.015866639960696264,0.002003207613923876,0.0015934422168430826,3.695934167899115e-06,-4.032168369263048e-05,0.01942666404193849
