Unnamed: 0,P_rated_kW,Hub_height_m,Diameter_m,Longitude,Latitude,ISO_code,Offshore,Commissioning_date,Lifetime_production_kWh,Capacity_factors,turbine_age,Cluster,park_size,Input,Assembly,Transport,Maintenance,Disposal,Total
21472,900,45,44,-6.83052,62.0221,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009879544414239013,0.0019632611967383535,0.0007707279384992969,9.445165095742182e-06,-0.00011798620133176917,0.012504992513240637
21473,900,45,44,-6.82694,62.02285,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009880975667016765,0.0019476839719124429,0.0007707208709642197,9.445165095742182e-06,-0.00011825440341206785,0.012490571271577102
21474,900,45,44,-6.83222,62.02303,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009877278739278073,0.0012325854067628881,0.0007707538752111719,9.445165095742182e-06,-0.00011756163709877689,0.011772501549249097
21475,900,45,44,-6.82865,62.02374,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009878755088337644,0.0016999373640896474,0.00077074616016618,9.445165095742182e-06,-0.00011783828975942389,0.01224104548792979
21476,900,45,44,-6.83404,62.0239,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009875008758990327,0.0015154096288835656,0.0007707794378926513,9.445165095742182e-06,-0.00011713626609173077,0.012053506724770555
21477,900,45,44,-6.83039,62.02462,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009876527151837445,0.0015193112822595837,0.0007707714441040822,9.445165095742182e-06,-0.0001174207973266301,0.012058634245970224
21478,900,45,44,-6.83583,62.02479,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009872733871506032,0.0014923412324122961,0.0007708051828819944,9.445165095742182e-06,-0.00011670997552641831,0.012028615476369646
21479,900,45,44,-6.82687,62.02543,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009877875895617023,0.002217334450960623,0.0007707657754329807,9.445165095742182e-06,-0.00011767353806753601,0.012757747749038833
21480,900,45,44,-6.83221,62.02553,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009874209784647914,0.001076986985780502,0.0007707977077170557,9.445165095742182e-06,-0.00011698654650056516,0.011614453096740649
21481,900,45,44,-6.82859,62.0263,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009875675734902604,0.0016903225338363835,0.0007707907696219018,9.445165095742182e-06,-0.00011726125053191004,0.012228972952924721
21482,900,45,44,-6.83394,62.02642,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009871976628689164,0.0017019362751338502,0.0007708231122852725,9.445165095742182e-06,-0.00011656807599481093,0.012237613105209218
21483,900,45,44,-6.83033,62.02718,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009873450351975984,0.0025159454894774797,0.0007708160531739567,9.445165095742182e-06,-0.00011684423661259479,0.013052812823110568
21484,900,45,44,-6.83574,62.02728,FO,0,2014-01-01,37843200.0,0.24,10,2961,13,0.009869733990552756,0.0012152816404088147,0.0007708483866732249,9.445165095742182e-06,-0.00011614782862628782,0.01174916135410425
31321,900,45,44,-6.71084,62.07103,FO,0,2012-12-01,37843200.0,0.24,12,2962,5,0.009920908402864113,0.0018749450640314202,0.0007709181074579476,9.445165095742182e-06,-0.0001257373882437828,0.01245047935120544
31322,900,45,44,-6.7092,62.06873,FO,0,2012-12-01,37843200.0,0.24,12,2962,5,0.009923872070697653,0.0018127150702429706,0.0007708683810899029,9.445165095742182e-06,-0.00012629274917696291,0.012390607937949306
31323,900,45,44,-6.6963,62.05814,FO,0,2012-12-01,37843200.0,0.24,12,2962,5,0.009942126786935032,0.0014893829812386494,0.0007706096934677538,9.445165095742182e-06,-0.00012971349563505047,0.012081851131102127
31324,900,45,44,-6.69251,62.05827,FO,0,2012-12-01,37843200.0,0.24,12,2962,5,0.009945047686850016,0.0019849192385241994,0.0007705909128441419,9.445165095742182e-06,-0.00013026084229926022,0.01257974216101484
31325,900,45,44,-6.69339,62.05954,FO,0,2012-12-01,37843200.0,0.24,12,2962,5,0.009943374462946247,0.0013389101090699623,0.0007706182238627837,9.445165095742182e-06,-0.0001299472973135163,0.011932400663661219
36420,220,31,25,-6.67584,62.01416,FO,0,2010-08-01,9250560.0,0.24,14,-1,100,0.013497372585272015,0.0014537972856808886,0.0011482480581908958,7.727862351061784e-06,-0.00015730334801563977,0.01594984244347922
