turbine_idx,P_rated_kW,Longitude,Latitude,Method,Unit,Input,Assembly,Maintenance,Transport,Disposal,Total
35409,1200,-19.73063,64.12534,EF v3.1 - acidification - accumulated exceedance (AE),mol H+-Eq,6.866351826299996e-05,5.745707538608514e-06,2.47417783744746e-08,6.921047611395904e-06,-6.104383430387791e-08,8.129397135707497e-05
35409,1200,-19.73063,64.12534,EF v3.1 - climate change - global warming potential (GWP100),kg CO2-Eq,0.011732403948131347,0.0011325969868017944,7.083873821806637e-06,0.0012866861399770005,-6.403939369127362e-05,0.014094731555040674
35409,1200,-19.73063,64.12534,EF v3.1 - climate change: biogenic - global warming potential (GWP100),kg CO2-Eq,1.9492711056131014e-05,7.94372537270485e-06,3.38641912475456e-09,4.687667912242132e-07,-6.622983336391099e-09,2.790196665584844e-05
35409,1200,-19.73063,64.12534,EF v3.1 - climate change: fossil - global warming potential (GWP100),kg CO2-Eq,0.011662403230671858,0.0010846580012637422,7.077230948352121e-06,0.0012846796603039861,-6.402702398466377e-05,0.013974791099203274
35409,1200,-19.73063,64.12534,EF v3.1 - climate change: land use and land use change - global warming potential (GWP100),kg CO2-Eq,5.050800640335549e-05,3.99952601653472e-05,3.256454329761583e-09,1.5377128817903272e-06,-5.746723273465773e-09,9.203848918154931e-05
35409,1200,-19.73063,64.12534,EF v3.1 - ecotoxicity: freshwater - comparative toxic unit for ecosystems (CTUe),CTUe,0.06578069435301305,0.00993659716990037,5.76347819208342e-05,0.008118799302329878,-0.00026559662887433043,0.0836281289782898
35409,1200,-19.73063,64.12534,"EF v3.1 - ecotoxicity: freshwater, inorganics - comparative toxic unit for ecosystems (CTUe)",CTUe,0.0598953558741469,0.009660118170609695,4.872086599307422e-05,0.0077135915029278536,-0.00026020401388918954,0.07705758239978833
35409,1200,-19.73063,64.12534,"EF v3.1 - ecotoxicity: freshwater, organics - comparative toxic unit for ecosystems (CTUe)",CTUe,0.005885338478866146,0.0002764789992906728,8.913915927759962e-06,0.0004052077994020245,-5.392614985140869e-06,0.006570546578501462
35409,1200,-19.73063,64.12534,EF v3.1 - energy resources: non-renewable - abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",0.14092255100832402,0.013944343016790178,9.366608325421728e-05,0.017992875950749592,-0.00017529239589022348,0.17277814366322777
35409,1200,-19.73063,64.12534,EF v3.1 - eutrophication: freshwater - fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,4.832368441198303e-06,4.778425741389083e-07,9.34817207415185e-10,1.0631690700331979e-07,-2.6821793086360193e-09,5.4147805602393105e-06
35409,1200,-19.73063,64.12534,EF v3.1 - eutrophication: marine - fraction of nutrients reaching marine end compartment (N),kg N-Eq,1.5409008120856304e-05,1.1585287454379622e-06,6.3832292228402304e-09,2.841779656905175e-06,-2.7073270695252224e-08,1.9388626481727028e-05
35409,1200,-19.73063,64.12534,EF v3.1 - eutrophication: terrestrial - accumulated exceedance (AE),mol N-Eq,0.00013917438920286153,1.2138615046394754e-05,6.66887853057624e-08,3.05363081449673e-05,-2.521137348164264e-07,0.00018166388744471292
35409,1200,-19.73063,64.12534,EF v3.1 - human toxicity: carcinogenic - comparative toxic unit for human (CTUh),CTUh,9.916881673471473e-11,6.367935799688315e-12,6.361103903443366e-15,6.217889301732872e-13,-8.463718087792451e-13,1.0531853075970052e-10
35409,1200,-19.73063,64.12534,"EF v3.1 - human toxicity: carcinogenic, inorganics - comparative toxic unit for human (CTUh)",CTUh,8.251123494849185e-11,4.885828639994388e-12,2.943984402874695e-15,3.0916124975015675e-13,-5.741855765093658e-15,8.770342696687418e-11
35409,1200,-19.73063,64.12534,"EF v3.1 - human toxicity: carcinogenic, organics - comparative toxic unit for human (CTUh)",CTUh,1.6657581786222855e-11,1.4821071596939287e-12,3.417119500568671e-15,3.126276804231305e-13,-8.406299530141519e-13,1.761510379282633e-11
35409,1200,-19.73063,64.12534,EF v3.1 - human toxicity: non-carcinogenic - comparative toxic unit for human (CTUh),CTUh,4.2764977519348406e-10,1.9647920962425395e-11,7.928636254394064e-14,9.85541081051505e-12,-1.6650355261547363e-13,4.5706588977635295e-10
35409,1200,-19.73063,64.12534,"EF v3.1 - human toxicity: non-carcinogenic, inorganics - comparative toxic unit for human (CTUh)",CTUh,4.1300619074260976e-10,1.8954350943133024e-11,6.168375417967321e-14,9.32164208530524e-12,-1.575555325877334e-13,4.4118631199263995e-10
