Unnamed: 0,P_rated_kW,Hub_height_m,Diameter_m,Longitude,Latitude,ISO_code,Offshore,Commissioning_date,Lifetime_production_kWh,Capacity_factors,turbine_age,Cluster,park_size,Input,Assembly,Transport,Maintenance,Disposal,Total
37333,10,18,13,11.47986,55.82503,DK,0,2016-03-16,420480.0,0.24,8,-1,100,0.08621905947586261,0.015884075779077484,0.011617479172747113,0.00017001297172335926,-0.0003580474961817962,0.11353257990322878
37337,450,35,37,11.4429,55.73371,DK,0,1994-06-27,24872027.9938889,0.319856327081905,30,2115,6,0.008952746479264995,0.001190852755099142,0.0005653074499493045,2.874194833159668e-06,-0.00010273108997260173,0.010609049789174
37338,450,35,37,11.44256,55.73258,DK,0,1994-06-27,24872027.9938889,0.319856327081905,30,2115,6,0.00895114491654792,0.0011907532083666507,0.0005652937077232336,2.874194833159668e-06,-0.00010240740771143854,0.010607658619759526
37339,450,35,37,11.44222,55.73148,DK,0,1994-06-27,24872027.9938889,0.319856327081905,30,2115,6,0.008949583706601101,0.0011906561698009535,0.0005652802748561668,2.874194833159668e-06,-0.00010209188090730699,0.010606302465184073
37340,550,35,41,11.44333,55.70541,DK,0,1999-04-22,30540145.6780949,0.321339916646621,25,2115,6,0.008485419605752696,0.0011663136507529949,0.0005329597626096294,2.340756822306601e-06,-9.16745981901017e-05,0.010095359177747525
37341,550,35,41,11.44329,55.70442,DK,0,1999-04-22,30540145.6780949,0.321339916646621,25,2115,6,0.008484115085477365,0.0011662325669905586,0.0005329499595986322,2.340756822306601e-06,-9.141094940011145e-05,0.010094227419488752
37342,550,35,41,11.44327,55.70343,DK,0,1999-04-22,30540145.6780949,0.321339916646621,25,2115,6,0.008482817612186066,0.0011661519212404626,0.0005329403026996814,2.340756822306601e-06,-9.114872483391152e-05,0.010093101868114605
37343,2000,68,72,11.56804,55.76632,DK,0,1999-08-12,94196588.8323205,0.272559574167594,25,2116,16,0.010653631832097525,0.0012418869476277428,0.0007831012062114552,3.794567045176781e-06,-0.00012414484242861203,0.012558269710553287
37344,600,35,44,11.51804,55.73091,DK,0,1999-10-14,35168787.7144857,0.339205128419036,25,2117,3,0.008115916296623326,0.0012904774175404605,0.0005139602105917737,2.0326846330501533e-06,-9.674431198072467e-05,0.009825642297407886
37345,600,35,44,11.52031,55.72978,DK,0,1999-10-14,35168787.7144857,0.339205128419036,25,2117,3,0.008115459105398473,0.0012904490003626176,0.0005139649636345238,2.0326846330501533e-06,-9.665191179691314e-05,0.009825253842231752
37346,2000,68,72,11.5678,55.76452,DK,0,2000-06-07,94196588.8323205,0.272559574167594,24,2116,16,0.010650954562931253,0.0012417205392850274,0.0007830795948462524,3.794567045176781e-06,-0.00012360375557123109,0.012555945508536477
37347,2000,68,72,11.57551,55.76241,DK,0,2000-06-05,94196588.8323205,0.272559574167594,24,2116,16,0.010651786506821595,0.0012417722495896046,0.0007831296300314168,3.794567045176781e-06,-0.0001237718947747202,0.012556711058713073
37349,11,18,15,11.57345,55.89556,DK,0,1998-12-23,462528.0,0.24,25,-1,100,0.08696233244002691,0.01524873566173613,0.011021569472823074,0.00015455724702123568,-0.0003711513239735469,0.1130160434976338
37350,11,15,15,11.63108,55.83696,DK,0,1999-08-19,462528.0,0.24,25,2113,5,0.08564519461871375,0.015298899559066808,0.01075497575347896,0.00015455724702123568,-0.0003609950293722147,0.11149263214890855
37351,11,18,15,11.53493,55.93866,DK,0,1999-09-22,462528.0,0.24,25,-1,100,0.08700702758134071,0.015251513732946576,0.01101908066790779,0.00015455724702123568,-0.00038018439164500716,0.1130519948375713
37352,660,45,47,11.63941,55.84261,DK,0,2000-07-07,23507117.8581785,0.206116002544354,24,2113,5,0.014569232746109138,0.0020339179101250895,0.001028205615826497,6.690378655493344e-06,-0.00019917513837771665,0.0174388715123385
