turbine_idx,P_rated_kW,Longitude,Latitude,Method,Unit,Input,Assembly,Maintenance,Transport,Disposal,Total
21315,900,-6.83052,62.0221,EF v3.1 - acidification - accumulated exceedance (AE),mol H+-Eq,7.36265053982471e-05,2.0249590089856886e-05,3.29890378326328e-08,4.370598426317001e-06,-7.382643101328581e-08,9.820585652124034e-05
21315,900,-6.83052,62.0221,EF v3.1 - climate change - global warming potential (GWP100),kg CO2-Eq,0.009879544414239013,0.0019632611967383535,9.445165095742182e-06,0.0007707279384992969,-0.00011798620133176917,0.012504992513240637
21315,900,-6.83052,62.0221,EF v3.1 - climate change: biogenic - global warming potential (GWP100),kg CO2-Eq,1.8216778657160064e-05,2.764087119050473e-06,4.515225499672746e-09,2.855232231589833e-07,-1.3013243484661635e-08,2.125789098138453e-05
21315,900,-6.83052,62.0221,EF v3.1 - climate change: fossil - global warming potential (GWP100),kg CO2-Eq,0.009811364898952067,0.0019592025837618827,9.43630793113616e-06,0.0007694665534453376,-0.00011796615367122787,0.012431504190419196
21315,900,-6.83052,62.0221,EF v3.1 - climate change: land use and land use change - global warming potential (GWP100),kg CO2-Eq,4.996273662978482e-05,1.2945258574208269e-06,4.341939106348777e-09,9.758618308002635e-07,-7.034417056613287e-09,5.2230431840055644e-05
21315,900,-6.83052,62.0221,EF v3.1 - ecotoxicity: freshwater - comparative toxic unit for ecosystems (CTUe),CTUe,0.07330095635850008,0.01152616528510391,7.684637589444559e-05,0.004791271066133856,-0.0005696457836101441,0.08912559330202215
21315,900,-6.83052,62.0221,"EF v3.1 - ecotoxicity: freshwater, inorganics - comparative toxic unit for ecosystems (CTUe)",CTUe,0.0680456789633942,0.011240577607935206,6.49611546574323e-05,0.0045460201755786675,-0.0005618401538073568,0.08333539774775814
21315,900,-6.83052,62.0221,"EF v3.1 - ecotoxicity: freshwater, organics - comparative toxic unit for ecosystems (CTUe)",CTUe,0.0052552773951058665,0.0002855876771687058,1.1885221237013283e-05,0.0002452508905551883,-7.805629802787456e-06,0.005790195554263986
21315,900,-6.83052,62.0221,EF v3.1 - energy resources: non-renewable - abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",0.12393094574663643,0.024658392532849405,0.00012488811100562304,0.010677433290386493,-0.00018225780792578241,0.15920940187295218
21315,900,-6.83052,62.0221,EF v3.1 - eutrophication: freshwater - fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,5.2584437717841365e-06,2.9056540543451163e-06,1.2464229432202466e-09,6.437146108510506e-08,-2.8358409674062995e-09,8.226879869190172e-06
