turbine_idx,P_rated_kW,Longitude,Latitude,Method,Unit,Input,Assembly,Maintenance,Transport,Disposal,Total
20979,3000,4.26006,51.27536,"EF v3.1 - human toxicity: non-carcinogenic, organics - comparative toxic unit for human (CTUh)",CTUh,1.8757780312389188e-11,1.09124117518799e-12,6.8953073450933665e-15,9.010278084682294e-13,-8.937327493075506e-15,2.0748007275897427e-11
20979,3000,4.26006,51.27536,EF v3.1 - ionising radiation: human health - human exposure efficiency relative to u235,kBq U235-Eq,0.0009522864536442986,0.0011475766908798579,5.854176864423626e-08,7.093147319717784e-05,-2.1636708963394836e-07,0.0021706367924003447
20979,3000,4.26006,51.27536,EF v3.1 - land use - soil quality index,dimensionless,0.800476205768241,0.013673287694532923,1.3127206653661338e-05,0.02701501565282732,-0.00032872591618822607,0.8408489104060667
20979,3000,4.26006,51.27536,EF v3.1 - material resources: metals/minerals - abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,3.489248645311665e-07,1.7768924507707126e-08,2.7640413274154888e-11,4.69345774457271e-09,-1.900454823889363e-11,3.713958826484816e-07
20979,3000,4.26006,51.27536,EF v3.1 - ozone depletion - ozone depletion potential (ODP),kg CFC-11-Eq,2.324240474745348e-10,4.841934633115537e-11,6.09794114784614e-14,4.911200293308182e-11,-2.634545559363854e-13,3.2975292159431407e-10
20979,3000,4.26006,51.27536,EF v3.1 - particulate matter formation - impact on human health,disease incidence,1.5874103339397668e-09,1.3718954158201121e-10,1.5048173128244157e-13,1.2793613844995762e-10,-3.5097538894872234e-11,1.8175889568081458e-09
20979,3000,4.26006,51.27536,EF v3.1 - photochemical oxidant formation: human health - tropospheric ozone concentration increase,kg NMVOC-Eq,8.705988578719784e-05,9.475566551469311e-06,1.1616141099678028e-08,2.1541709400121785e-05,-9.247049663911833e-08,0.0001179963073832495
20979,3000,4.26006,51.27536,EF v3.1 - water use - user deprivation potential (deprivation-weighted water consumption),m3 world eq. deprived,0.008803188116916784,0.0017537359372991755,3.0002829528375935e-07,0.00019200254491944015,-1.738737037580008e-06,0.010747487890393103
20980,3000,4.27098,51.27625,EF v3.1 - acidification - accumulated exceedance (AE),mol H+-Eq,9.770244607134283e-05,1.0258794374540052e-05,9.691868535943929e-09,1.5094733670453586e-05,-6.493648849889537e-08,0.00012300072949637353
20980,3000,4.27098,51.27625,EF v3.1 - climate change - global warming potential (GWP100),kg CO2-Eq,0.018849313821680865,0.0023947008936988866,2.7749005252183113e-06,0.002413261967162519,-4.6525590837606616e-05,0.02361352599222988
20980,3000,4.27098,51.27625,EF v3.1 - climate change: biogenic - global warming potential (GWP100),kg CO2-Eq,2.5477814867740433e-05,5.249206284489038e-06,1.3265307152935994e-09,9.236728344418818e-07,-6.566154731307248e-09,3.164545436265534e-05
20980,3000,4.27098,51.27625,EF v3.1 - climate change: fossil - global warming potential (GWP100),kg CO2-Eq,0.01877090261951171,0.002386100876271072,2.7722983736976062e-06,0.002408939383591788,-4.651287509459598e-05,0.02352220230265367
20980,3000,4.27098,51.27625,EF v3.1 - climate change: land use and land use change - global warming potential (GWP100),kg CO2-Eq,5.2933387301419624e-05,3.35081114332609e-06,1.2756208054112795e-09,3.3989107362895495e-06,-6.14958827931557e-09,5.9678235213561356e-05
20980,3000,4.27098,51.27625,EF v3.1 - ecotoxicity: freshwater - comparative toxic unit for ecosystems (CTUe),CTUe,0.09556684489995133,0.012838477332698953,2.2576741292404565e-05,0.014551375230661434,-0.00025712734792865573,0.12272214685667547
20980,3000,4.27098,51.27625,"EF v3.1 - ecotoxicity: freshwater, inorganics - comparative toxic unit for ecosystems (CTUe)",CTUe,0.08698664526136947,0.012337564259140408,1.908497525987737e-05,0.013767595047843159,-0.0002512902074375968,0.11285959933617531
