,acidification - accumulated exceedance (AE)[mol H+-Eq],climate change - global warming potential (GWP100)[kg CO2-Eq],climate change: biogenic - global warming potential (GWP100)[kg CO2-Eq],climate change: fossil - global warming potential (GWP100)[kg CO2-Eq],climate change: land use and land use change - global warming potential (GWP100)[kg CO2-Eq],ecotoxicity: freshwater - comparative toxic unit for ecosystems (CTUe)[CTUe],"ecotoxicity: freshwater, inorganics - comparative toxic unit for ecosystems (CTUe)[CTUe]","ecotoxicity: freshwater, organics - comparative toxic unit for ecosystems (CTUe)[CTUe]","energy resources: non-renewable - abiotic depletion potential (ADP): fossil fuels[MJ, net calorific value]",eutrophication: freshwater - fraction of nutrients reaching freshwater end compartment (P)[kg P-Eq],eutrophication: marine - fraction of nutrients reaching marine end compartment (N)[kg N-Eq],eutrophication: terrestrial - accumulated exceedance (AE)[mol N-Eq],human toxicity: carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",human toxicity: non-carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: non-carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: non-carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",ionising radiation: human health - human exposure efficiency relative to u235[kBq U235-Eq],land use - soil quality index[dimensionless],material resources: metals/minerals - abiotic depletion potential (ADP): elements (ultimate reserves)[kg Sb-Eq],ozone depletion - ozone depletion potential (ODP)[kg CFC-11-Eq],particulate matter formation - impact on human health[disease incidence],photochemical oxidant formation: human health - tropospheric ozone concentration increase[kg NMVOC-Eq],water use - user deprivation potential (deprivation-weighted water consumption)[m3 world eq. deprived],dist_rotor_m,dist_nacelle_m,dist_tower_m,dist_to_grid_m,sea_depth_m,turbine_age,park_size,P_rated_kW,Hub_height_m,Diameter_m,Lifetime_production_kWh,Capacity_factors,Tower_mass_kg,Nacelle_mass_kg,Blade_mass_kg,Foundation_mass_kg,Aluminium,Cast iron,Copper,HDPE,Lead,Steel (low-alloy),Lubricating oil,PVC,Tin,Steel (chromium),Rubber,Fiberglass,Epoxy resin,Grout (cement),PP
75233,5.5120030239798656e-05,0.0094372397632191,1.5201545937752402e-05,0.0093859945549273,3.604366235404388e-05,0.054133991123944,0.0497815989877634,0.0043523921361806,0.1243834497666376,3.593414289169416e-06,1.3773391353290744e-05,0.0001284042321069,7.008513869951113e-11,5.7312429491757046e-11,1.2772709207754132e-11,2.9289690317690836e-10,2.828472569320717e-10,1.0049646244836728e-11,0.0008852212826526,0.5308597778941456,1.917967050227869e-07,1.2966909662276422e-10,8.425726185521245e-10,5.200642131799495e-05,0.0049277366837321,305044.8447931972,595501.9696899428,628165.3338804011,3053.0549196830643,19.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,296758.83244352596,1204.351365526969,32975.07054767462,2315.431426086353,349.69825394993626,0.49999493162765707,239755.84396641495,1211.6427900434871,238.8147673674917,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,71857.78716758308,29.470288957711002
75234,5.5336675634656376e-05,0.0095171619306064,1.5249449258488967e-05,0.0094658359892302,3.607649211769728e-05,0.0543325555039913,0.0499658892879647,0.0043666662160266,0.1249498041178231,3.6121211059166975e-06,1.384068395068281e-05,0.0001290731938693,7.036507040336192e-11,5.7469579952166736e-11,1.2895490451195235e-11,2.9339439219957326e-10,2.8334541590502586e-10,1.0048976294547449e-11,0.000888042803491,0.5310111614471951,1.9162595360955907e-07,1.3041888435181964e-10,8.464034270660703e-10,5.22580369923313e-05,0.0049460357484131,304110.1242131651,596167.8283852129,628152.1035333574,2727.544151294328,23.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,329501.3335365373,1204.351365526969,32975.07054767462,2300.8485444579674,335.18166855762513,0.49999493162765707,242931.10299652335,1211.6427900434871,228.3415980020098,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,82200.59983597421,28.144568728007176
75235,5.534497683609831e-05,0.0095551462246226,1.5266296621286977e-05,0.0095037901218403,3.608980616098261e-05,0.0543192689148625,0.0499461809718879,0.0043730879429745,0.1251917179073021,3.613739983970636e-06,1.3868756154012972e-05,0.0001293329373511,7.050372740010699e-11,5.7530923526434955e-11,1.2972803873672104e-11,2.92366202684318e-10,2.8237930305112687e-10,9.986899633191342e-12,0.000889281782017,0.5310492523068036,1.903031007934637e-07,1.3064501184676138e-10,8.487443574917007e-10,5.236104153642786e-05,0.0049538312497717,306243.86939648533,593655.8648210312,624984.0486638696,1808.5958193302129,25.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,345872.5840830429,1204.351365526969,32975.07054767462,2259.679661431551,294.1999462075128,0.49999493162765707,244518.73251157755,1211.6427900434871,198.77482954630827,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,87372.00617016977,24.401932501968375
75236,5.524747361693177e-05,0.0094396547817656,1.5210584042719e-05,0.0093883966292051,3.6047568517737616e-05,0.0542769358757861,0.0499236611668975,0.0043532747088886,0.1244344707499074,3.603282134750088e-06,1.3780434799802924e-05,0.0001284989065291,7.008675916021807e-11,5.733440589896484e-11,1.2752353261253304e-11,2.9452617595976106e-10,2.8439775467771244e-10,1.0128421282048812e-11,0.0008854385372049,0.5309061101101343,1.9337647401307906e-07,1.29856576707879e-10,8.420184927870293e-10,5.2035097372009096e-05,0.004929457028774,302750.8017904125,598154.180490279,631305.619593915,4018.605099545023,19.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,296758.83244352596,1204.351365526969,32975.07054767462,2358.6880717847152,392.7582476512459,0.49999493162765707,239755.84396641495,1211.6427900434871,269.8809302923669,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,71857.78716758308,33.402722322583536
75237,5.543635261931443e-05,0.0094809167681315,1.524021839597242e-05,0.0094296101947153,3.606635502016481e-05,0.0544655158924419,0.0501046090265251,0.0043609068659167,0.1247465153763347,3.6189008368080447e-06,1.3818405237115976e-05,0.0001288920278524,7.022764656679218e-11,5.7426916942174065e-11,1.280072962461818e-11,2.95809679600497e-10,2.856315688748534e-10,1.017811072564366e-11,0.0008869830928239,0.5310076573132013,1.942962425385441e-07,1.303454688399157e-10,8.43557671921838e-10,5.2178206859604296e-05,0.0049396833093555,302479.13703216944,598354.3979210764,631335.3160765318,4470.605080395334,21.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,313130.08299003163,1204.351365526969,32975.07054767462,2378.9376698222854,412.91578760550186,0.49999493162765707,241343.47348146915,1211.6427900434871,284.4238358191866,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,77029.19350177865,35.24360003426459
75238,5.5810235900809455e-05,0.0095824642027944,1.5307366225252423e-05,0.0095310464182921,3.611041827703963e-05,0.0548278901890879,0.0504485127145813,0.0043793774745065,0.1254910982193151,3.650303623694112e-06,1.390804271002429e-05,0.000129803158102,7.057873133899635e-11,5.764119063997345e-11,1.293754069902298e-11,2.977560077495111e-10,2.875147049303699e-10,1.0241302819141375e-11,0.0008906808820189,0.5312296683470926,1.953695236553717e-07,1.3142817435474028e-10,8.478624952253182e-10,5.251479238542774e-05,0.0049639339637033,302319.1994908479,598443.7765621967,631266.2195984652,4850.722733307773,26.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,354058.20935629576,1204.351365526969,32975.07054767462,2395.9669397438934,429.86763959780984,0.49999493162765707,245312.54726910463,1211.6427900434871,296.65395827402085,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,89957.70933726756,36.79171982344387
75239,5.587115968316697e-05,0.0096215992897197,1.5327966100597228e-05,0.0095701459120624,3.612541155670815e-05,0.054874346364579,0.0504881400163004,0.0043862063482785,0.1257563820856339,3.6559780478331153e-06,1.3939110357929546e-05,0.0001301028124434,7.071812738174217e-11,5.7711578089887255e-11,1.3006549291854984e-11,2.973972215157472e-10,2.871856257527509e-10,1.0211595762996364e-11,0.0008920119705581,0.5312892261167335,1.9469449232117564e-07,1.3173478263643558e-10,8.49992299794808e-10,5.263019878180856e-05,0.0049724470784494,302391.0977964774,598221.2467014809,630743.1578313161,4327.439022743239,28.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,370429.45990280143,1204.351365526969,32975.07054767462,2372.5238307893173,406.5311069650593,0.49999493162765707,246900.17678415883,1211.6427900434871,279.8175293163305,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,95129.1156714631,34.66052212327621
75240,5.559048207610623e-05,0.0095215418275122,1.5267391251780277e-05,0.0094701903505028,3.608408575764151e-05,0.0546152206828158,0.0502469163091428,0.0043683043736729,0.1250449716491673,3.63182624240372e-06,1.3854467397077035e-05,0.0001292594496061,7.036810194835471e-11,5.7513431487109215e-11,1.2854670461245544e-11,2.9664846624805377e-10,2.8644216749010675e-10,1.0206298757947138e-11,0.0008884687478692,0.5310968992478062,1.9478463186443282e-07,1.3078367226101874e-10,8.452504247250614e-10,5.231357614831156e-05,0.0049494415296747,302654.0793665282,598018.6443197752,630692.6857461819,4658.907767188751,23.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,329501.3335365373,1204.351365526969,32975.07054767462,2387.373629730487,421.31339621909405,0.49999493162765707,242931.10299652335,1211.6427900434871,290.482394006139,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,82200.59983597421,36.01050763128605
75241,5.538685956602912e-05,0.0094609424867994,1.52285626144756e-05,0.0094096556690251,3.605825515980485e-05,0.0544207258691964,0.0500633780577732,0.0043573478114232,0.1246055632588773,3.6145957528186255e-06,1.3801793460183837e-05,0.0001287278171461,7.015768556979584e-11,5.7388450594369206e-11,1.2769234975426688e-11,2.957467749740684e-10,2.85565526996046e-10,1.0181247978022484e-11,0.0008862843844876,0.5309702585541316,1.9439919539060407e-07,1.301632472981277e-10,8.425702117751293e-10,5.211605301354699e-05,0.0049351676713766,302883.1718883734,597860.0960488754,630702.1601842622,4588.967457577825,20.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,304944.4577167788,1204.351365526969,32975.07054767462,2384.2403040308263,418.1943151458093,0.49999493162765707,240549.65872394203,1211.6427900434871,288.2320945409161,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,74443.49033468087,35.72565904153918
75242,5.519611641091503e-05,0.0094196557957902,1.5198797481951231e-05,0.0093684175822004,3.60394161078079e-05,0.0542301047042838,0.0498803990055834,0.0043497056987003,0.1242929315652298,3.598831398447829e-06,1.3763726021044255e-05,0.0001283333676099,7.001677929609239e-11,5.7295615994333885e-11,1.2721163301758576e-11,2.9443920861434236e-10,2.843088132257887e-10,1.0130395388553835e-11,0.0008847368172026,0.5308681951404821,1.9345600934920324e-07,1.2967182499391104e-10,8.410403602631112e-10,5.197256287677429e-05,0.0049249167292027,303119.64295103465,597699.6022056887,630719.7637186869,4122.63526401695,18.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,288573.2071702731,1204.351365526969,32975.07054767462,2363.3486228988454,397.39761111503583,0.49999493162765707,238962.02920888783,1211.6427900434871,273.2280562170376,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,69272.08400048531,33.8264099757525
75243,5.520076604976369e-05,0.0094388296465575,1.5207279646286422e-05,0.0093875762040919,3.60461628193183e-05,0.0542248279700768,0.0498718600437992,0.0043529679262775,0.1244166707149359,3.599658193449559e-06,1.3777887414854805e-05,0.000128464528326,7.008619256873002e-11,5.732633975664852e-11,1.2759852812081566e-11,2.9392774964527357e-10,2.8382826057182483e-10,1.0099489073448927e-11,0.000885359852365,0.5308900413231755,1.9279574520065906e-07,1.297890636654011e-10,8.422284785589985e-10,5.202480677305021e-05,0.0049288293646246,303382.52626437164,597508.5870843438,630699.7353865723,3663.555283441961,19.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,296758.83244352596,1204.351365526969,32975.07054767462,2342.7818408909106,376.9243291621677,0.49999493162765707,239755.84396641495,1211.6427900434871,258.45735473559813,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,71857.78716758308,31.95669727680585
75244,5.522343140777786e-05,0.0094391249578972,1.5208869051587293e-05,0.0093878692892865,3.6046799559079285e-05,0.0542496216282114,0.0498965340629124,0.0043530875652989,0.1244237327137325,3.601429736905082e-06,1.3779063943646552e-05,0.0001284806504642,7.008641966096546e-11,5.7330274733504735e-11,1.275614492746077e-11,2.9422042695507537e-10,2.8410679055266277e-10,1.011363640241283e-11,0.000885396390611,0.5308962407264413,1.930806153879986e-07,1.2981972574662743e-10,8.421144859516693e-10,5.202941641710292e-05,0.0049291289739447,303790.777958169,597015.0345943526,630079.3541920417,3837.9134347905415,19.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,296758.83244352596,1204.351365526969,32975.07054767462,2350.5930856452587,384.70006268221664,0.49999493162765707,239755.84396641495,1211.6427900434871,264.06725347524673,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,71857.78716758308,32.666812427836824
75245,5.527965711349744e-05,0.0094400363123826,1.5212835839449992e-05,0.0093887750202154,3.604845632778787e-05,0.0543119644026705,0.0499585303252845,0.0043534340773859,0.1244439317351873,3.605802294089549e-06,1.3782083962736274e-05,0.0001285215975496,7.008706440920585e-11,5.7340000816005705e-11,1.2747063593200192e-11,2.9494258232003165e-10,2.847940339333319e-10,1.0148548386699948e-11,0.0008854898280237,0.5309143381723118,1.937820754990396e-07,1.2989936011042458e-10,8.418522803476014e-10,5.204150471120877e-05,0.004929880668776,303552.2211074182,597187.0691745605,630091.6948390077,4266.92668717882,19.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,296758.83244352596,1204.351365526969,32975.07054767462,2369.8128783039015,403.83247892624735,0.49999493162765707,239755.84396641495,1211.6427900434871,277.8705708725159,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,71857.78716758308,34.41407120614843
75246,5.526221660690195e-05,0.0094206489008512,1.5203450428829131e-05,0.0093694041203999,3.604133002245196e-05,0.0543030294809994,0.0499529381940219,0.0043500912869775,0.1243155039944035,3.603981550174964e-06,1.3767232003185493e-05,0.0001283810884804,7.00175016226977e-11,5.730706568668631e-11,1.2710435936011463e-11,2.9528989264871586e-10,2.8511837373759535e-10,1.0171518911120652e-11,0.0008848454390816,0.5308882801547604,1.9428294532566718e-07,1.2976388074345168e-10,8.407230939907775e-10,5.198648804912651e-05,0.0049257967342308,303341.9344153999,597321.5622268167,630048.9970830478,4628.532416641228,18.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,288573.2071702731,1204.351365526969,32975.07054767462,2386.012814100184,419.95876708584854,0.49999493162765707,238962.02920888783,1211.6427900434871,289.5050801298737,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,69272.08400048531,35.88679677248857
75247,5.5537360046594176e-05,0.0095206200609413,1.5263635291674762e-05,0.0094692739314315,3.608249421822529e-05,0.0545560348342212,0.05018807473325,0.0043679601009712,0.1250249772692812,3.627702554639228e-06,1.385157963945449e-05,0.0001292204391175,7.036746514329785e-11,5.750425430067668e-11,1.286321084262124e-11,2.9596749390538737e-10,2.8579411777919206e-10,1.0173376126195347e-11,0.000888379518147,0.5310788774430001,1.9412366349492802e-07,1.3070722081740412e-10,8.454911686911887e-10,5.23019332835634e-05,0.004948728456265,303048.45079059625,597554.0018326879,630124.2950194313,4254.770022725917,23.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,329501.3335365373,1204.351365526969,32975.07054767462,2369.268259766118,403.2903363160665,0.49999493162765707,242931.10299652335,1211.6427900434871,277.4794354075824,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,82200.59983597421,34.36456029113105
75248,5.567322948636156e-05,0.0095801219279326,1.5297683969710712e-05,0.0095287179152718,3.610632869114541e-05,0.0546754087920814,0.0502969094806958,0.0043784993113855,0.1254400563328647,3.639663937935073e-06,1.3900614806478963e-05,0.0001297027334135,7.057710491832193e-11,5.76175149309256e-11,1.2959589987396406e-11,2.9599895811695806e-10,2.858426015756617e-10,1.0156356541296503e-11,0.0008904512989894,0.5311837214048634,1.9366380569527039e-07,1.312316993272895e-10,8.484874280720044e-10,5.2484892441759145e-05,0.0049620965420057,302841.74943731487,597685.3356767558,630076.1932388094,3807.726730779655,26.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,354058.20935629576,1204.351365526969,32975.07054767462,2349.2407213793367,383.35384649202564,0.49999493162765707,245312.54726910463,1211.6427900434871,263.0960092203897,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,89957.70933726756,32.54386987704686
75249,5.554785851319276e-05,0.0095589206107394,1.52806752973864e-05,0.0095075439412251,3.6095994216853e-05,0.0545464991098371,0.0501720256841301,0.004374473425707,0.125271888016228,3.629457631365252e-06,1.3879929063948186e-05,0.000129483278886,7.050627511991274e-11,5.7565922439144506e-11,1.2940352680768272e-11,2.949614256074271e-10,2.8484904929069367e-10,1.0112376316733584e-11,0.0008896265393831,0.5311219431842655,1.9282003816158094e-07,1.3094206643050507e-10,8.478541495670322e-10,5.240643560117204e-05,0.0049565666092978,303278.91460585786,597163.2011492632,629419.0627084941,3347.069370984667,25.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,345872.5840830429,1204.351365526969,32975.07054767462,2328.6032727862003,362.81021921615474,0.49999493162765707,244518.73251157755,1211.6427900434871,248.27455623906457,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,87372.00617016977,30.667732925064836
75250,5.52801425558518e-05,0.0094590746692429,1.5221015099115536e-05,0.0094077986031765,3.605505096724407e-05,0.0543017519238863,0.0499451001947892,0.004356651729097,0.1245651554351183,3.6063136503528183e-06,1.3795983114353898e-05,0.0001286493631432,7.0156398969454e-11,5.737001769703574e-11,1.2786381272418323e-11,2.9437911699512056e-10,2.842639909243163e-10,1.0115126070804423e-11,0.0008861048790487,0.5309338100021921,1.9307184290329773e-07,1.3000934258589828e-10,8.43051992774147e-10,5.209260488315852e-05,0.0049337344154141,303541.30968572054,596967.1877876844,629391.8998798562,3777.410005086263,20.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,304944.4577167788,1204.351365526969,32975.07054767462,2347.8825321423556,382.0018318120755,0.49999493162765707,240549.65872394203,1211.6427900434871,262.12058157366255,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,74443.49033468087,32.42039778194825
75251,5.526310464083633e-05,0.0094396957324013,1.521165835309753e-05,0.0093884361366815,3.60479373666714e-05,0.0542932725236611,0.0499399605617238,0.0043533119619372,0.1244369015479984,3.6045239743044905e-06,1.3781153884674364e-05,0.0001285091576573,7.008684168701923e-11,5.7337151823514014e-11,1.2749689863505276e-11,2.9473155578806244e-10,2.845932112100754e-10,1.013834457798722e-11,0.0008854611896428,0.5309079112075269,1.9357767852960876e-07,1.2987447235884608e-10,8.419211532678591e-10,5.2037681898131226e-05,0.0049296559554171,303752.1866723419,596825.116096777,629416.7820769913,4142.049264395045,19.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,296758.83244352596,1204.351365526969,32975.07054767462,2364.2183700683436,398.2634042674099,0.49999493162765707,239755.84396641495,1211.6427900434871,273.8526933527852,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,71857.78716758308,33.90547812200191
75252,5.527782395969952e-05,0.0094399320340343,1.52126965119903e-05,0.0093886709674159,3.604837010641365e-05,0.0543095825412189,0.0499561805005639,0.004353402040655,0.1244421552373552,3.6056689473246586e-06,1.3781943200644018e-05,0.0001285198650246,7.008700943663224e-11,5.733969846459758e-11,1.2747310972034725e-11,2.9492065832679446e-10,2.8477317180842697e-10,1.0147486518367707e-11,0.0008854856149063,0.5309126142374846,1.937613802126739e-07,1.2989527424727906e-10,8.418522479135698e-10,5.204083815412552e-05,0.0049298526335531,303973.2531721343,596672.9235955827,629431.0949312455,4254.405440410666,19.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,296758.83244352596,1204.351365526969,32975.07054767462,2369.2519264792854,403.27407728310715,0.49999493162765707,239755.84396641495,1211.6427900434871,277.46770512795393,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,71857.78716758308,34.36307544270925
75253,5.532550764128048e-05,0.009459803230337,1.5224214752182034e-05,0.0094085226307897,3.605638479508068e-05,0.0543520208564708,0.049995091426798,0.0043569294296728,0.1245813515124398,3.6098424342108592e-06,1.3798415951145235e-05,0.000128682364832,7.015691610159901e-11,5.737786641505701e-11,1.2779049686542071e-11,2.9496192685436194e-10,2.848186255173373e-10,1.0143301337024731e-11,0.0008861801622873,0.5309483090011355,1.9363800521332715e-07,1.300734597466245e-10,8.42839657689076e-10,5.210233350773274e-05,0.004934340592473,304213.37110788777,596505.225686054,629437.5598440997,4123.687395016601,20.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,304944.4577167788,1204.351365526969,32975.07054767462,2363.3957583650586,397.4445322954807,0.49999493162765707,240549.65872394203,1211.6427900434871,273.2619080807058,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,74443.49033468087,33.83069503015312
75254,5.533679507282295e-05,0.0094790159895637,1.523315601263709e-05,0.009427719536117,3.6063297434100085e-05,0.054353782356807,0.0499935688947709,0.004360213462036,0.1247064455365961,3.6111939236082966e-06,1.3812894914921511e-05,0.000128817993457,7.022637421766108e-11,5.740975199053678e-11,1.2816622227124379e-11,2.945372157199669e-10,2.8442062876414145e-10,1.0116586955825552e-11,0.000886813153626,0.530971247257336,1.9306255596343654e-07,1.3019872774942542e-10,8.43988916715345e-10,5.2155753557911394e-05,0.0049383387210434,304634.85147486906,595995.0397286547,628789.1693964215,3716.605505339936,21.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,313130.08299003163,1204.351365526969,32975.07054767462,2345.1584907023043,379.29017432322036,0.49999493162765707,241343.47348146915,1211.6427900434871,260.1642228726006,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,77029.19350177865,32.17275695651646
75255,5.5191674727682526e-05,0.0094384723409509,1.5206610097303374e-05,0.0093872199265992,3.604580425444217e-05,0.0542137641525337,0.0498609106484377,0.0043528535040959,0.1244102569916965,3.598977122575266e-06,1.3777280000729886e-05,0.0001284567882309,7.008599272311219e-11,5.732480865181614e-11,1.276118407129612e-11,2.9381554542784747e-10,2.837214863227138e-10,1.0094059105133896e-11,0.0008853414590999,0.5308839224858203,1.926884470274418e-07,1.297719934595209e-10,8.422467140466694e-10,5.202208510249434e-05,0.0049286978889418,304372.2402178924,596190.0123853652,628815.2170021201,3598.314598542481,19.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,296758.83244352596,1204.351365526969,32975.07054767462,2339.8590583668383,374.01483409973355,0.49999493162765707,239755.84396641495,1211.6427900434871,256.3582636798568,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,71857.78716758308,31.69098902942866
75256,5.51138194408592e-05,0.0094181133077942,1.5192963378115356e-05,0.0093668834433759,3.603690104019813e-05,0.0541378773856559,0.0497887368777982,0.0043491405078576,0.1242602397489201,3.5924571026015915e-06,1.3759187346736552e-05,0.0001282723220209,7.001574062715132e-11,5.728142129178189e-11,1.273431933536952e-11,2.9338673057023e-10,2.8330722184805037e-10,1.0079508722179807e-11,0.0008845967906613,0.5308385347522684,1.924353721055601e-07,1.295510990769691e-10,8.414001472554452e-10,5.195410740105303e-05,0.0049238066159156,304156.93355875975,596338.9603305873,628801.3298987818,3498.7935311140345,18.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,288573.2071702731,1204.351365526969,32975.07054767462,2335.400514789237,369.57655981218784,0.49999493162765707,238962.02920888783,1211.6427900434871,253.15621601866573,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,69272.08400048531,31.285665749265945
75257,5.516719903497615e-05,0.0094380823065246,1.5204884205871853e-05,0.0093868323363858,3.604508593291226e-05,0.0541866569599292,0.0498339524361647,0.0043527045237644,0.1244015644076426,3.5970728719324005e-06,1.3775969146167715e-05,0.0001284389991534,7.008571510233778e-11,5.732057345352866e-11,1.2765141648809183e-11,2.9350103755161337e-10,2.8342218288426194e-10,1.007885466735167e-11,0.0008853008893834,0.5308761461729025,1.923828983399424e-07,1.2973746132132486e-10,8.423616248968317e-10,5.201684736783322e-05,0.0049283709839947,303903.8881428755,596521.3771821486,628806.1735538705,3411.428713818877,19.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,296758.83244352596,1204.351365526969,32975.07054767462,2331.486571187902,365.68040965768904,0.49999493162765707,239755.84396641495,1211.6427900434871,250.34529049185227,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,71857.78716758308,30.92985169670517
75258,5.530742593455158e-05,0.009497661349121,1.5239241185275632e-05,0.009446353056304,3.606905163176594e-05,0.0543108931097493,0.0499476207003601,0.0043632724093891,0.12481830702907,3.609372316998088e-06,1.3825242076410852e-05,0.0001289245017226,7.029540782562744e-11,5.743458655440669e-11,1.2860821271220817e-11,2.9358832609712765e-10,2.8352379206184316e-10,1.0064534035284514e-11,0.0008873800140004,0.5309824922224814,1.919772123702833e-07,1.3026824221411763e-10,8.453383168531464e-10,5.220076727941375e-05,0.0049417976353227,303673.1887751434,596691.1194517622,628819.873662888,2997.5049928782078,22.0,14,200,3000,72,90,205470327.454653,0.396354798330736,186737.17395240001,116823.94947,56783.88720000001,321315.70826328447,1204.351365526969,32975.07054767462,2312.942789501239,347.2209311258989,0.49999493162765707,242137.28823899623,1211.6427900434871,237.02747229720202,0.49999493162765707,69555.73245469383,162.2672438709327,48383.67791111444,897.9248235445979,79614.89666887643,29.244048633655677
