cluster_members
"Steel (low-alloy), Steel (chromium), Cast iron, Aluminium, Fiberglass, Epoxy resin, Lubricating oil, Rubber"
Copper
"HDPE, PVC, PP"
"Lead, Tin"
Grout (cement)
